moon_id,kingdom,stage,stage_display_name,area_scope,moon_name,runtime_shine_key,obj_id,uid,flags,from_node_id,state_requirement_expr,requirement_expr,world_peace_token,moon_rock_token,access_type,effort_level,effort_notes,legacy_requirement_notes,placement_found,placement_unit_config_names,placement_layer_config_names,placement_scenario_no_values,scenario_move_to,placement_stage_map_indices,placement_quest_no_values,placement_shine_optional_ids,placement_change_stage_ids,placement_x,placement_y,placement_z,placement_source_archives,placement_source_files,placement_count,shine_info_hint_idx,shine_info_main_scenario_no,shine_info_progress_bit_flag,shine_info_is_grand,shine_info_is_moon_rock,shine_info_available_scenarios,shine_info_object_name,shine_info_scenario_name,notes,difficulty,option_scenarios
SenobiTowerYoshiExStage:25:1071,Dark Side,SenobiTowerYoshiExStage,Yoshi on the Sinking Island,subarea,Fruit Feast on the Sinking Island,SenobiTowerYoshiExStage:25:1071,25,1071,ShineFlag_None,SenobiTowerYoshiExStage::place::new_place,,Yoshi,WorldPeace_Dark,MoonRockActive_Dark,primary,unrated,,"captures=Yoshi | method_1(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture)",true,,,,,,,,,1750.000,-2000.000,5000.000,ShineInfo.szs,ShineList_Special1WorldHomeStage.byml;ShinePosList.byml,1,19,-1,2,false,false,2,ヨッシーフルーツ用シャイン保持,沈む島で ごちそうさま！,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
LavaWorldUpDownYoshiExStage:26:1082,Dark Side,LavaWorldUpDownYoshiExStage,Yoshi's Magma Swamp,subarea,Yoshi's Magma Swamp,LavaWorldUpDownYoshiExStage:26:1082,26,1082,ShineFlag_None,LavaWorldUpDownYoshiExStage::entrance::LavaWorldUpDownYoshiEx::sub_near,,Yoshi,WorldPeace_Dark,MoonRockActive_Dark,primary,unrated,,"captures=Yoshi | method_1(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture)",true,,,,,,,,,-450.000,-650.000,10350.000,ShineInfo.szs,ShineList_Special1WorldHomeStage.byml;ShinePosList.byml,1,12,-1,2,false,false,2,ヨッシーフルーツ用シャイン保持,マグマ沼のヨッシー,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
LavaWorldUpDownYoshiExStage:27:1083,Dark Side,LavaWorldUpDownYoshiExStage,Yoshi's Magma Swamp,subarea,Fruit Feast in the Magma Swamp,LavaWorldUpDownYoshiExStage:27:1083,27,1083,ShineFlag_None,LavaWorldUpDownYoshiExStage::entrance::LavaWorldUpDownYoshiEx::sub_near,,Yoshi,WorldPeace_Dark,MoonRockActive_Dark,primary,unrated,,,true,,,,,,,,,-450.000,-650.000,10350.000,ShineInfo.szs,ShineList_Special1WorldHomeStage.byml;ShinePosList.byml,1,18,-1,2,false,false,2,ヨッシーフルーツ用シャイン保持,マグマ沼で ごちそうさま！,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
Special1WorldHomeStage:469:1122,Dark Side,Special1WorldHomeStage,Dark Side,overworld,Captain Toad on the Dark Side!,Special1WorldHomeStage:469:1122,469,1122,ShineFlag_None,Special1WorldHomeStage::place::new_place_3,,NpcTalk,WorldPeace_Dark,MoonRockActive_Dark,primary,unrated,,"captures=Wire | method_1(jump=No Jump Needed; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture)",true,,,,,,,,,2466.250,16600.000,-24650.000,ShineInfo.szs,ShineList_Special1WorldHomeStage.byml;ShinePosList.byml,1,0,-1,3,false,false,1;2,キノピオ隊長,月の裏でも！ キノピオ隊長,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
Special1WorldHomeStage:475:1123,Dark Side,Special1WorldHomeStage,Dark Side,overworld,Found with Dark Side Art 8,Special1WorldHomeStage:475:1123,475,1123,ShineFlag_HintArt,Special1WorldHomeStage::place::new_place_6,,(KingdomAccess_Luncheon & GroundPound & @LavaWorldHomeStage::place::new_place),WorldPeace_Dark,MoonRockActive_Dark,primary,unrated,,"method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=Ground Pound, Other Kingdom Trigger)",true,HintPhoto,Scenario2,,,1,,,,2258.623,400.000,2824.609,Special1WorldHomeStageMap.szs;ShineInfo.szs,Special1WorldHomeStageMap.byml;ShineList_Special1WorldHomeStage.byml;ShinePosList.byml,1,8,-1,2,false,false,2,ヒント写真,月の国 裏で見つけた お宝写真 ８,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
Special1WorldHomeStage:476:1124,Dark Side,Special1WorldHomeStage,Dark Side,overworld,Found with Dark Side Art 4,Special1WorldHomeStage:476:1124,476,1124,ShineFlag_HintArt,Special1WorldHomeStage::place::new_place,,(KingdomAccess_Cloud & GroundPound),WorldPeace_Dark,MoonRockActive_Dark,primary,unrated,,"method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=Ground Pound, Other Kingdom Trigger)",true,HintPhoto,Scenario2,,,1,,,,2033.055,-850.000,7724.414,Special1WorldHomeStageMap.szs;ShineInfo.szs,Special1WorldHomeStageMap.byml;ShineList_Special1WorldHomeStage.byml;ShinePosList.byml,1,4,-1,2,false,false,2,ヒント写真,月の国 裏で見つけた お宝写真 ４,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
Special1WorldHomeStage:478:1125,Dark Side,Special1WorldHomeStage,Dark Side,overworld,Found with Dark Side Art 10,Special1WorldHomeStage:478:1125,478,1125,ShineFlag_HintArt,Special1WorldHomeStage::place::new_place_6,,(KingdomAccess_Ruined & GroundPound),WorldPeace_Dark,MoonRockActive_Dark,primary,unrated,,"method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=Ground Pound, Other Kingdom Trigger)",true,HintPhoto,Scenario2,,,1,,,,5900.000,800.000,1000.000,Special1WorldHomeStageMap.szs;ShineInfo.szs,Special1WorldHomeStageMap.byml;ShineList_Special1WorldHomeStage.byml;ShinePosList.byml,1,10,-1,2,false,false,2,ヒント写真,月の国 裏で見つけた お宝写真 １０,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
Special1WorldHomeStage:480:1126,Dark Side,Special1WorldHomeStage,Dark Side,overworld,Found with Dark Side Art 7,Special1WorldHomeStage:480:1126,480,1126,ShineFlag_HintArt,Special1WorldHomeStage::place::new_place_6,,(KingdomAccess_Lost & GroundPound),WorldPeace_Dark,MoonRockActive_Dark,primary,unrated,,"method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=Ground Pound, Other Kingdom Trigger)",true,HintPhoto,Scenario2,,,1,,,,5954.906,400.824,4948.358,Special1WorldHomeStageMap.szs;ShineInfo.szs,Special1WorldHomeStageMap.byml;ShineList_Special1WorldHomeStage.byml;ShinePosList.byml,1,7,-1,2,false,false,2,ヒント写真,月の国 裏で見つけた お宝写真 ７,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
Special1WorldHomeStage:482:1127,Dark Side,Special1WorldHomeStage,Dark Side,overworld,Found with Dark Side Art 6,Special1WorldHomeStage:482:1127,482,1127,ShineFlag_HintArt,Special1WorldHomeStage::place::new_place_2,,(KingdomAccess_Seaside & GroundPound & Swim) | (KingdomAccess_Seaside & DownThrow & Pukupuku) | (KingdomAccess_Seaside & NeutralThrow & Pukupuku),WorldPeace_Dark,MoonRockActive_Dark,primary,unrated,,"method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=Ground Pound, Other Kingdom Trigger)",true,HintPhoto,Scenario2,,,1,,,,3064.070,-205.273,7400.000,Special1WorldHomeStageMap.szs;ShineInfo.szs,Special1WorldHomeStageMap.byml;ShineList_Special1WorldHomeStage.byml;ShinePosList.byml,1,6,-1,2,false,false,2,ヒント写真,月の国 裏で見つけた お宝写真 ６,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual;advanced;advanced,"1,2,3,4,5"
Special1WorldHomeStage:485:1128,Dark Side,Special1WorldHomeStage,Dark Side,overworld,Found with Dark Side Art 9,Special1WorldHomeStage:485:1128,485,1128,ShineFlag_HintArt,Special1WorldHomeStage::place::new_place_6,,(KingdomAccess_Lake & GroundPound & @LakeWorldTownZone::checkpoint::obj693),WorldPeace_Dark,MoonRockActive_Dark,primary,unrated,,"method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=Ground Pound, Other Kingdom Trigger)",true,HintPhoto,Scenario2,,,1,,,,5550.094,350.000,3015.004,Special1WorldHomeStageMap.szs;ShineInfo.szs,Special1WorldHomeStageMap.byml;ShineList_Special1WorldHomeStage.byml;ShinePosList.byml,1,9,-1,2,false,false,2,ヒント写真,月の国 裏で見つけた お宝写真 ９,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
Special1WorldHomeStage:486:1129,Dark Side,Special1WorldHomeStage,Dark Side,overworld,Found with Dark Side Art 5,Special1WorldHomeStage:486:1129,486,1129,ShineFlag_HintArt,Special1WorldHomeStage::place::new_place_4,,(GroundPound & @SnowWorldLobby000Stage::place::new_place_2),WorldPeace_Dark,MoonRockActive_Dark,primary,unrated,,"method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=Other Kingdom Trigger, Ground Pound)",true,HintPhoto,Scenario2,,,1,,,,2244.718,-2850.000,7283.200,Special1WorldHomeStageMap.szs;ShineInfo.szs,Special1WorldHomeStageMap.byml;ShineList_Special1WorldHomeStage.byml;ShinePosList.byml,1,5,-1,2,false,false,2,ヒント写真,月の国 裏で見つけた お宝写真 ５,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,advanced,"1,2"
Special1WorldHomeStage:487:1130,Dark Side,Special1WorldHomeStage,Dark Side,overworld,Found with Dark Side Art 2,Special1WorldHomeStage:487:1130,487,1130,ShineFlag_HintArt,Special1WorldHomeStage::place::new_place,,(KingdomAccess_Metro & GroundPound & @CityWorldHomeStage::place::new_place_10),WorldPeace_Dark,MoonRockActive_Dark,primary,unrated,,"method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=Ground Pound, Other Kingdom Trigger)",true,HintPhoto,Scenario2,,,1,,,,-1421.566,-850.000,5422.219,Special1WorldHomeStageMap.szs;ShineInfo.szs,Special1WorldHomeStageMap.byml;ShineList_Special1WorldHomeStage.byml;ShinePosList.byml,1,2,-1,2,false,false,2,ヒント写真,月の国 裏で見つけた お宝写真 ２,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
Special1WorldHomeStage:488:1131,Dark Side,Special1WorldHomeStage,Dark Side,overworld,Found with Dark Side Art 3,Special1WorldHomeStage:488:1131,488,1131,ShineFlag_HintArt,Special1WorldHomeStage::place::new_place,,(KingdomAccess_Mushroom & GroundPound),WorldPeace_Dark,MoonRockActive_Dark,primary,unrated,,"method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=Ground Pound, Other Kingdom Trigger)",true,HintPhoto,Scenario2,,,1,,,,1514.617,-764.602,9477.363,Special1WorldHomeStageMap.szs;ShineInfo.szs,Special1WorldHomeStageMap.byml;ShineList_Special1WorldHomeStage.byml;ShinePosList.byml,1,3,-1,2,false,false,2,ヒント写真,月の国 裏で見つけた お宝写真 ３,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
Special1WorldHomeStage:489:1132,Dark Side,Special1WorldHomeStage,Dark Side,overworld,Found with Dark Side Art 1,Special1WorldHomeStage:489:1132,489,1132,ShineFlag_HintArt,Special1WorldHomeStage::place::new_place,,(KingdomAccess_Cascade & GroundPound & @WaterfallWorldHomeStage::place::new_place_2),WorldPeace_Dark,MoonRockActive_Dark,primary,unrated,,"method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=Ground Pound, Other Kingdom Trigger)",true,HintPhoto,Scenario2,,,1,,,,-1427.416,-385.535,8476.453,Special1WorldHomeStageMap.szs;ShineInfo.szs,Special1WorldHomeStageMap.byml;ShineList_Special1WorldHomeStage.byml;ShinePosList.byml,1,1,-1,2,false,false,2,ヒント写真,月の国 裏で見つけた お宝写真 １,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
